Id,Fecha,Año,Mes,Día,Día semana,Hora completa,Hora,Num víctimas,Participantes,Rol,Acusado,Victima,Sexo,Edad,Rango etario,Fecha fallecimiento,Lugar del hecho,Tipo de calle,Calle,Cruce,Dirección normalizada,Comuna,Barrios,Xy (caba),Coordenada x,Coordenada y,Pos x,Pos y
2020-0058,2020-11-24,2020,11,24,Martes,16:00:00,16,1,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,57,Entre 41-60,2020-11-25,"OLIVERA AV. Y FALCON, RAMON L., CNEL.",AVENIDA,OLIVERA AV.,"FALCON, RAMON L.,CNEL.","OLIVERA AV. y FALCON, RAMON L.,CNEL.",Comuna 10,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,Point (97801.31825511 99194.93911759),97801.31825511,99194.93911759,-58.48727942,-34.63652467
2020-0059,2020-12-01,2020,12,1,Martes,06:35:00,6,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,49,Entre 41-60,2020-12-14,BRASIL 1100,CALLE,BRASIL,,BRASIL 1100,Comuna 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Point (107682.84851121 100144.13011242),107682.84851121,100144.13011242,-58.3795169,-34.62794241
2020-0060,2020-12-03,2020,12,3,Jueves,20:30:00,20,1,PEATON-MOTO,PEATON,MOTO,PEATON,FEMENINO,69,Entre 61-80,2020-12-03,"HOMERO Y PERON, EVA AV.",AVENIDA,HOMERO,"PERON, EVA AV.","HOMERO y PERON, EVA AV.",Comuna 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,Point (98697.55944704 96954.54248093),98697.55944704,96954.54248093,-58.47750832,-34.65672199
2020-0061,2020-12-03,2020,12,3,Jueves,14:40:00,14,1,MOTO-CARGAS,CONDUCTOR,CARGAS,MOTO,MASCULINO,45,Entre 41-60,2020-12-04,"CANTILO, INT. Y UDAONDO, GUILLERMO AV.",AUTOPISTA,"CANTILO, INT.","UDAONDO, GUILLERMO AV.","CANTILO, INT. y UDAONDO, GUILLERMO AV.",Comuna 13,BELGRANO - COLEGIALES - NUÃ‘EZ,Point (101287.58627255 109848.96522762),101287.58627255,109848.96522762,-58.44927253,-34.54048625
2020-0062,2020-12-04,2020,12,4,Viernes,17:19:00,17,1,BICICLETA-PASAJEROS,CICLISTA,PASAJEROS,BICICLETA,MASCULINO,47,Entre 41-60,2020-12-04,MORENO 1845,CALLE,MORENO,,MORENO 1845,Comuna 3,BALVANERA - SAN CRISTOBAL,Point (106496.91403350 101854.18791210),106496.9140335,101854.1879121,-58.39246272,-34.61253541
2020-0063,2020-12-05,2020,12,5,Sabado,07:10:00,7,2,PEATON_MOTO-MOTO,PEATON,MOTO,PEATON_MOTO,MASCULINO,38, Entre 21- 40,2020-12-05,NUEVA YORK Y ALTA GRACIA,CALLE,NUEVA YORK,ALTA GRACIA,NUEVA YORK y ALTA GRACIA,Comuna 11,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,Point (94080.62190808 102083.62453795),94080.62190808,102083.62453795,-58.52783814,-34.61047001
2020-0063,2020-12-05,2020,12,5,Sabado,07:10:00,7,2,PEATON_MOTO-MOTO,PASAJERO_ACOMPAÑANTE,MOTO,PEATON_MOTO,MASCULINO,21, Entre 21- 40,2020-12-05,NUEVA YORK Y ALTA GRACIA,CALLE,NUEVA YORK,ALTA GRACIA,NUEVA YORK y ALTA GRACIA,Comuna 11,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,Point (94080.62190808 102083.62453795),94080.62190808,102083.62453795,-58.52783814,-34.61047001
2020-0065,2020-12-05,2020,12,5,Sabado,16:00:00,16,1,MOTO-AUTO,CONDUCTOR,AUTO,MOTO,MASCULINO,24, Entre 21- 40,2020-12-06,"PAZ, GRAL. AV. Y GOYENECHE, ROBERTO PARQUE AV.",GRAL PAZ,"PAZ, GRAL. AV.","GOYENECHE, ROBERTO PARQUE AV.","PAZ, GRAL. AV. y GOYENECHE, ROBERTO PARQUE AV.",Comuna 12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,Point (97243.88021302 108974.21974638),97243.88021302,108974.21974638,-58.49332664,-34.54836855
2020-0066,2020-12-07,2020,12,7,Lunes,04:30:00,4,1,MOTO-OBJETO FIJO,CONDUCTOR,OBJETO FIJO,MOTO,MASCULINO,27, Entre 21- 40,2020-12-07,AUTOPISTA PERITO MORENO ALTURA ESTACION DE TREN VILLA LURO,AUTOPISTA,AUTOPISTA PERITO MORENO,,AUTOPISTA PERITO MORENO (ALTURA ESTACION DE TREN VILLA LURO),Comuna 10,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,Point (96471.01552298 99259.49298489),96471.01552298,99259.49298489,-58.50178784,-34.63593897
2020-0067,2020-12-11,2020,12,11,Viernes,22:00:00,22,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,51,Entre 41-60,2020-12-11,SAENZ AV. Y BEAZLEY,AVENIDA,SAENZ AV.,BEAZLEY,SAENZ AV. y BEAZLEY,Comuna 4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Point (104283.01090451 97171.08656182),104283.01090451,97171.08656182,-58.41657793,-34.65476216
2020-0068,2020-12-12,2020,12,12,Sabado,20:30:00,20,1,MOTO-AUTO,CONDUCTOR,AUTO,MOTO,MASCULINO,71,Entre 61-80,2020-12-20,DEL LIBERTADOR AV. Y AUSTRIA,AVENIDA,DEL LIBERTADOR AV.,AUSTRIA,DEL LIBERTADOR AV. y AUSTRIA,Comuna 2,RECOLETA,Point (106054.02111991 105122.19678820),106054.02111991,105122.1967882,-58.39731474,-34.58307887
2020-0069,2020-12-15,2020,12,15,Martes,05:20:00,5,1,MOTO-PASAJEROS,PASAJERO_ACOMPAÑANTE,PASAJEROS,MOTO,MASCULINO,25, Entre 21- 40,2020-12-15,"INDEPENDENCIA AV. Y SAENZ PEÑA, LUIS, PRES.",AVENIDA,INDEPENDENCIA AV.,"SAENZ PE?A, LUIS, PRES.","INDEPENDENCIA AV. y SAENZ PEÃ‘A, LUIS, PRES.",Comuna 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Point (106954.95135245 101257.81371683),106954.95135245,101257.81371683,-58.38746381,-34.61790839
2020-0070,2020-12-17,2020,12,17,Jueves,15:35:00,15,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,81,Más de 80,2020-12-22,"CALLAO AV. Y LAS HERAS, GENERAL",AVENIDA,CALLAO AV.,"LAS HERAS, GENERAL","CALLAO AV. y LAS HERAS, GENERAL",Comuna 2,RECOLETA,Point (106550.65433457 104158.41702434),106550.65433457,104158.41702434,-58.39189441,-34.59176378
2020-0071,2020-12-17,2020,12,17,Jueves,23:00:00,23,1,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,4,Menos de 20,2020-12-17,SAN PEDRITO AV. Y DIRECTORIO AV.,AVENIDA,SAN PEDRITO AV.,DIRECTORIO AV.,SAN PEDRITO AV. y DIRECTORIO AV.,Comuna 7,FLORES - PARQUE CHACABUCO,Point (99615.63172945 99306.93173343),99615.63172945,99306.93173343,-58.46749188,-34.63551751
2020-0072,2020-12-19,2020,12,19,Sabado,03:30:00,3,1,BICICLETA-AUTO,CICLISTA,AUTO,BICICLETA,MASCULINO,42,Entre 41-60,2020-12-19,"JUJUY AV. Y CARLOS, CALVO",AVENIDA,JUJUY AV.,"CALVO, CARLOS","JUJUY AV. y CALVO, CARLOS",Comuna 3,BALVANERA - SAN CRISTOBAL,Point (105547.81747951 100901.07129086),105547.81747951,100901.07129086,-58.40280471,-34.62113271
2020-0073,2020-12-20,2020,12,20,Domingo,07:40:00,7,1,MOTO-OBJETO FIJO,CONDUCTOR,OBJETO FIJO,MOTO,MASCULINO,56,Entre 41-60,2020-12-20,27 DE FEBRERO AV. Y ESCALADA AV.,AVENIDA,27 DE FEBRERO AV.,ESCALADA AV.,27 DE FEBRERO AV. y ESCALADA AV.,Comuna 8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Point (101721.59002217 93844.25656649),101721.59002217,93844.25656649,-58.44451316,-34.68475866
2020-0074,2020-12-20,2020,12,20,Domingo,21:00:00,21,1,AUTO-AUTO,CONDUCTOR,AUTO,AUTO,MASCULINO,39, Entre 21- 40,2020-12-20,BOGOTA Y NAZCA AV.,AVENIDA,BOGOTA,NAZCA AV.,BOGOTA y NAZCA AV.,Comuna 7,FLORES - PARQUE CHACABUCO,Point (99284.33566289 100204.74520997),99284.33566289,100204.74520997,-58.47110424,-34.62742408
2020-0075,2020-12-23,2020,12,23,Miercoles,14:00:00,14,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,23, Entre 21- 40,2020-12-23,CORRIENTES AV. Y 9 DE JULIO AV.,AVENIDA,CORRIENTES AV.,9 DE JULIO AV.,CORRIENTES AV. y 9 DE JULIO AV.,Comuna 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Point (107438.10136119 102829.30417800),107438.10136119,102829.304178,-58.38220928,-34.60373898
2020-0076,2020-12-24,2020,12,24,Jueves,12:30:00,12,1,AUTO-PASAJEROS,CONDUCTOR,PASAJEROS,AUTO,FEMENINO,78,Entre 61-80,2021-01-17,ALVAREZ JONTE AV. Y CHIVILCOY,AVENIDA,ALVAREZ JONTE AV.,CHIVILCOY,ALVAREZ JONTE AV. y CHIVILCOY,Comuna 10,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,Point (96822.61133430 101510.32578499),96822.6113343,101510.32578499,-58.49794468,-34.61565025
2020-0077,2020-12-25,2020,12,25,Viernes,06:40:00,6,2,MOTO-AUTO,CONDUCTOR,AUTO,MOTO,FEMENINO,30, Entre 21- 40,2020-12-25,SAN MARTIN AV. Y PUNTA ARENAS,AVENIDA,SAN MARTIN AV.,PUNTA ARENAS,SAN MARTIN AV. y PUNTA ARENAS,Comuna 15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,Point (99182.71320106 103123.43585183),99182.71320106,103123.43585183,-58.47220945,-34.60111373
2020-0077,2020-12-25,2020,12,25,Viernes,06:40:00,6,2,MOTO-AUTO,PASAJERO_ACOMPAÑANTE,AUTO,MOTO,FEMENINO,24, Entre 21- 40,2020-12-25,SAN MARTIN AV. Y PUNTA ARENAS,AVENIDA,SAN MARTIN AV.,PUNTA ARENAS,SAN MARTIN AV. y PUNTA ARENAS,Comuna 15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,Point (99182.71320106 103123.43585183),99182.71320106,103123.43585183,-58.47220945,-34.60111373
2020-0078,2020-12-25,2020,12,25,Viernes,05:50:00,5,1,BICICLETA-PASAJEROS,CICLISTA,PASAJEROS,BICICLETA,MASCULINO,26, Entre 21- 40,2020-12-25,BARCO CENTENERA DEL 1118,CALLE,BARCO CENTENERA DEL,,BARCO CENTENERA DEL 1118,Comuna 7,FLORES - PARQUE CHACABUCO,Point (102405.37940842 99677.09327308),102405.37940842,99677.09327308,-58.43706741,-34.63217813
2020-0079,2020-12-27,2020,12,27,Domingo,04:15:00,4,1,MOTO-OBJETO FIJO,CONDUCTOR,OBJETO FIJO,MOTO,MASCULINO,28, Entre 21- 40,2020-12-27,"PAZ, GRAL. AV. Y ACCESO NORTE - PANAMERICANA",GRAL PAZ,"PAZ, GRAL. AV.","GOYENECHE, ROBERTO PARQUE AV.","PAZ, GRAL. AV. y GOYENECHE, ROBERTO PARQUE AV.",Comuna 12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,Point (97243.88021302 108974.21974638),97243.88021302,108974.21974638,-58.49332664,-34.54836855
2021-0001,2021-01-06,2021,1,6,Miercoles,18:00:00,18,1,MOTO-AUTO,CONDUCTOR,AUTO,MOTO,MASCULINO,36, Entre 21- 40,2021-01-06,AU FRONDIZI KM. 3,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,AU FRONDIZI KM. 3,Comuna 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Point (107674.71781880 100334.26713627),107674.7178188,100334.26713627,-58.37960727,-34.62622851
2021-0002,2021-01-07,2021,1,7,Jueves,10:20:00,10,1,MOTO-CARGAS,CONDUCTOR,CARGAS,MOTO,FEMENINO,47,Entre 41-60,2021-01-07,"CASTRO, EMILIO AV. Y MURGUIONDO",AVENIDA,"CASTRO, EMILIO AV.",MURGUIONDO,"CASTRO, EMILIO AV. y MURGUIONDO",Comuna 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,Point (95662.77651946 97729.83483715),95662.77651946,97729.83483715,-58.51061062,-34.64972472
2021-0003,2021-01-10,2021,1,10,Domingo,07:40:00,7,1,MOTO-OBJETO FIJO,CONDUCTOR,OBJETO FIJO,MOTO,MASCULINO,27, Entre 21- 40,2021-01-10,"AU 25 DE MAYO KM. 3,7",AUTOPISTA,AUTOPISTA 25 DE MAYO,,AUTOPISTA 25 DE MAYO KM. 3.7,Comuna 7,FLORES - PARQUE CHACABUCO,Point (103005.63484321 99983.28177809),103005.63484321,99983.28177809,-58.43052224,-34.62941648
2021-0004,2021-01-11,2021,1,11,Lunes,09:12:18,9,1,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,61,Entre 61-80,2021-01-11,CASEROS AV. Y GUARANI,AVENIDA,CASEROS AV.,GUARANI,CASEROS AV. y GUARANI,Comuna 5,ALMAGRO - BOEDO,Point (104469.26511938 98956.35144845),104469.26511938,98956.35144845,-58.41455544,-34.63866836
2021-0005,2021-01-11,2021,1,11,Lunes,21:30:00,21,1,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,73,Entre 61-80,2021-01-14,"PERON, EVA AV. 3800",AVENIDA,"PERON, EVA AV.",,"PERON, EVA AV. 3800",Comuna 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,Point (99592.54465207 97999.69053974),99592.54465207,97999.69053974,-58.46774439,-34.64730145
2021-0006,2021-01-12,2021,1,12,Martes,21:00:00,21,1,MOTO-CARGAS,PASAJERO_ACOMPAÑANTE,CARGAS,MOTO,FEMENINO,23, Entre 21- 40,2021-01-12,AU ILLIA y SARMIENTO AV.,AUTOPISTA,AUTOPISTA ARTURO ILLIA,SARMIENTO AV.,AUTOPISTA ARTURO ILLIA y SARMIENTO AV.,Comuna 14,PALERMO,Point (105087.20771949 106876.69794004),105087.20771949,106876.69794004,-58.40786274,-34.56726817
2021-0007,2021-01-18,2021,1,18,Lunes,10:00:00,10,1,MOTO-MOTO,CONDUCTOR,MOTO,MOTO,MASCULINO,84,Más de 80,2021-01-26,DE LOS CONSTITUYENTES AV. Y GIRIBONE,AVENIDA,DE LOS CONSTITUYENTES AV.,GIRIBONE,DE LOS CONSTITUYENTES AV. y GIRIBONE,Comuna 15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,Point (97784.94977398 104775.10084109),97784.94977398,104775.10084109,-58.48744301,-34.58622275
2021-0008,2021-01-22,2021,1,22,Viernes,23:30:00,23,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,28, Entre 21- 40,2021-01-22,"SAENZ AV. Y RABANAL, FRANCISCO, INTENDENTE AV.",AVENIDA,SAENZ AV.,"RABANAL, FRANCISCO, INTENDENTE AV.","SAENZ AV. y RABANAL, FRANCISCO, INTENDENTE AV.",Comuna 4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Point (104283.01090451 97171.08656182),104283.01090451,97171.08656182,-58.41657793,-34.65476216
2021-0009,2021-01-23,2021,1,23,Sabado,05:30:00,5,1,MOTO-OBJETO FIJO,CONDUCTOR,OBJETO FIJO,MOTO,MASCULINO,31, Entre 21- 40,2021-01-23,PAYSANDU Y GAONA,AVENIDA,PAYSANDU,GAONA AV.,PAYSANDU y GAONA AV.,Comuna 6,CABALLITO,Point (100897.78829476 101987.96413026),100897.78829476,101987.96413026,-58.45351111,-34.61134937
2021-0010,2021-01-23,2021,1,23,Sabado,08:00:00,8,1,MOTO-AUTO,CONDUCTOR,AUTO,MOTO,MASCULINO,28, Entre 21- 40,2021-01-23,"PAZ, GRAL. AV. Y BALBIN, RICARDO, DR. AV. ",GRAL PAZ,"PAZ, GRAL. AV.","BALBIN, RICARDO, DR. AV.","PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",Comuna 12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,Point (96563.66494817 108815.73881056),96563.66494817,108815.73881056,-58.5007381,-34.5497951
2021-0011,2021-01-27,2021,1,27,Miercoles,01:04:26,1,1,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,21, Entre 21- 40,2021-01-27,SANTA FE AV. 1675,AVENIDA,SANTA FE AV.,,SANTA FE AV. 1675,Comuna 2,RECOLETA,Point (106591.90146932 103727.42053338),106591.90146932,103727.42053338,-58.39144148,-34.59564871
2021-0012,2021-01-29,2021,1,29,Viernes,20:07:22,20,1,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,0,Menos de 20,2021-01-29,AU DELLEPIANE Y GUAMINI,AUTOPISTA,"DELLEPIANE, LUIS, TTE. GRAL.",GUAMINI,"DELLEPIANE, LUIS, TTE. GRAL. y GUAMINI",Comuna 8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Point (98294.52407931 93943.96825453),98294.52407931,93943.96825453,-58.48191128,-34.68385968
2021-0013,2021-01-31,2021,1,31,Domingo,06:10:00,6,1,MOTO-OBJETO FIJO,CONDUCTOR,OBJETO FIJO,MOTO,MASCULINO,41,Entre 41-60,2021-01-31,"FALCON, RAMON L., CNEL. Y OLIVERA AV.",AVENIDA,"FALCON, RAMON L.,CNEL.",OLIVERA AV.,"FALCON, RAMON L.,CNEL. y OLIVERA AV.",Comuna 10,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,Point (97801.31825511 99194.93911759),97801.31825511,99194.93911759,-58.48727942,-34.63652467
2021-0014,2021-02-02,2021,2,2,Martes,00:50:00,0,1,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,28, Entre 21- 40,2021-02-18,SAN MARTIN AV. Y NOGOYA,AVENIDA,SAN MARTIN AV.,NOGOYA,SAN MARTIN AV. y NOGOYA,Comuna 15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,Point (98166.49822882 103491.41769625),98166.49822882,103491.41769625,-58.48328708,-34.59779521
2021-0015,2021-02-06,2021,2,6,Sabado,03:05:00,3,1,MOTO-OBJETO FIJO,CONDUCTOR,OBJETO FIJO,MOTO,MASCULINO,26, Entre 21- 40,2021-02-06,SAN MARTIN AV. Y TINOGASTA,AVENIDA,SAN MARTIN AV.,TINOGASTA,SAN MARTIN AV. y TINOGASTA,Comuna 15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,Point (97533.67858226 103551.76003520),97533.67858226,103551.7600352,-58.49018543,-34.5972499
2021-0016,2021-02-14,2021,2,14,Domingo,05:50:00,5,1,AUTO-OBJETO FIJO,CONDUCTOR,OBJETO FIJO,AUTO,MASCULINO,22, Entre 21- 40,2021-02-14,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y DE LA TORRE, LISANDRO",AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","DE LA TORRE, LISANDRO","FERNANDEZ DE LA CRUZ, F., GRAL. AV. y DE LA TORRE, LISANDRO",Comuna 8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Point (99175.17507833 93836.79626465),99175.17507833,93836.79626465,-58.47230127,-34.68482689
2021-0017,2021-02-17,2021,2,17,Miercoles,04:10:00,4,1,MOTO-PASAJEROS,CONDUCTOR,PASAJEROS,MOTO,MASCULINO,33, Entre 21- 40,2021-02-17,SALTA Y CASEROS AV.,AVENIDA,SALTA,CASEROS AV.,SALTA y CASEROS AV.,Comuna 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Point (107397.40269295 99729.43717725),107397.40269295,99729.43717725,-58.38262614,-34.63168269
2021-0018,2021-02-20,2021,2,20,Sabado,19:00:00,19,1,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,36, Entre 21- 40,2021-03-08,"JAURES, JEAN Y PERON, JUAN DOMINGO, TTE. GENERAL",CALLE,"JAURES, JEAN","PERON, JUAN DOMINGO, TTE. GENERAL","JAURES, JEAN y PERON, JUAN DOMINGO, TTE. GENERAL",Comuna 3,BALVANERA - SAN CRISTOBAL,Point (104845.36965581 102365.51025993),104845.36965581,102365.51025993,-58.41047268,-34.60793518
2021-0019,2021-02-21,2021,2,21,Domingo,01:20:00,1,1,MOTO-OBJETO FIJO,CONDUCTOR,OBJETO FIJO,MOTO,MASCULINO,30, Entre 21- 40,2021-02-21,"TRIUNVIRATO AV. Y LARRALDE, CRISOLOGO AV.",AVENIDA,TRIUNVIRATO AV.,"LARRALDE, CRISOLOGO AV.","TRIUNVIRATO AV. y LARRALDE, CRISOLOGO AV.",Comuna 12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,Point (96944.69676081 107291.52292157),96944.69676081,107291.52292157,-58.49659234,-34.56353635
2021-0020,2021-02-21,2021,2,21,Domingo,15:00:00,15,1,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,0,Menos de 20,2021-02-21,POTOSI Y GASCON,CALLE,POTOSI,GASCON,POTOSI y GASCON,Comuna 5,ALMAGRO - BOEDO,Point (103546.90832431 102439.67271563),103546.90832431,102439.67271563,-58.42462955,-34.60727189
2021-0021,2021-02-26,2021,2,26,Viernes,05:30:00,5,1,MOTO-OBJETO FIJO,CONDUCTOR,OBJETO FIJO,MOTO,MASCULINO,39, Entre 21- 40,2021-03-04,"YRIGOYEN, HIPOLITO Y  24 DE NOVIEMBRE",CALLE,"YRIGOYEN, HIPOLITO",24 DE NOVIEMBRE,"YRIGOYEN, HIPOLITO y 24 DE NOVIEMBRE",Comuna 3,BALVANERA - SAN CRISTOBAL,Point (104734.09567654 101930.58983096),104734.09567654,101930.58983096,-58.41168345,-34.61185625
2021-0022,2021-02-28,2021,2,28,Domingo,12:00:00,12,1,PASAJEROS-SD,PASAJERO_ACOMPAÑANTE,SD,PASAJEROS,MASCULINO,68,Entre 61-80,2021-03-06,DEL LIBERTADOR AV. Y ROOSEVELT FRANKLIN D.,AVENIDA,DEL LIBERTADOR AV.,ROOSEVELT FRANKLIN D.,DEL LIBERTADOR AV. y ROOSEVELT FRANKLIN D.,Comuna 13,BELGRANO - COLEGIALES - NUÃ‘EZ,Point (101075.92147827 108552.55000854),101075.92147827,108552.55000854,-58.45157681,-34.55217303
2021-0023,,,,,,,,0,,CONDUCTOR,,,MASCULINO,24, Entre 21- 40,2021-03-01,,,,,,,,,,,,
2021-0024,2021-03-03,2021,3,3,Miercoles,16:30:00,16,1,BICICLETA-CARGAS,CICLISTA,CARGAS,BICICLETA,MASCULINO,5,Menos de 20,2021-03-03,"PERON, EVA AV. y PIEDRA BUENA AV",AVENIDA,"PERON, EVA AV.",PIEDRA BUENA AV.,"PERON, EVA AV. y PIEDRA BUENA AV.",Comuna 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,Point (97027.10745715 95474.44134863),97027.10745715,95474.44134863,-58.49573651,-34.67006054
2021-0025,2021-03-11,2021,3,11,Jueves,03:45:00,3,1,MOTO-OTRO,CONDUCTOR,OTRO,MOTO,MASCULINO,37, Entre 21- 40,2021-03-11,"PAZ, GRAL. AV. y DELLEPIANE, LUIS, TTE. GRAL",GRAL PAZ,"PAZ, GRAL. AV.",AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,"PAZ, GRAL. AV. y AUTOPISTA DELLEPIANE LUIS TTE. GRAL.",Comuna 8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Point (97832.57143731 93489.83736533),97832.57143731,93489.83736533,-58.48695354,-34.68795245
2021-0026,2021-03-15,2021,3,15,Lunes,02:35:00,2,1,MOTO-OBJETO FIJO,CONDUCTOR,OBJETO FIJO,MOTO,MASCULINO,36, Entre 21- 40,2021-03-15,"AU FRONDIZI ALTURA QUINQUELA MARTIN, BENITO",AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,"AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y QUINQUELA MARTIN, BENITO",Comuna 4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Point (108038.11136985 98307.74373426),108038.11136985,98307.74373426,-58.37562539,-34.64449357
2021-0027,2021-03-16,2021,3,16,Martes,15:30:00,15,1,MOTO-CARGAS,CONDUCTOR,CARGAS,MOTO,FEMENINO,19,Menos de 20,2021-03-16,"PAZ, GRAL. AV. y DONADO",GRAL PAZ,"PAZ, GRAL. AV.",DONADO,"PAZ, GRAL. AV. y DONADO",Comuna 12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,Point (97098.48468623 109019.96106626),97098.48468623,109019.96106626,-58.49491054,-34.54795581
2021-0028,2021-03-29,2021,3,29,Lunes,17:20:00,17,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,0,Menos de 20,2021-03-29,"COREA AV. y TORRES Y TENORIO, PRES",AVENIDA,COREA AV.,"TORRES Y TENORIO, PRES.","COREA AV. y TORRES Y TENORIO, PRES.",Comuna 7,FLORES - PARQUE CHACABUCO,Point (102000.84898999 98412.66166222),102000.84898999,98412.66166222,-58.44147621,-34.64357704
2021-0029,2021-03-31,2021,3,31,Miercoles,18:05:00,18,1,AUTO-AUTO,CONDUCTOR,AUTO,AUTO,MASCULINO,26, Entre 21- 40,2021-04-02,"FALCON, RAMON L., CNEL. Y SAN PEDRITO AV.",AVENIDA,"FALCON, RAMON L.,CNEL.",SAN PEDRITO AV.,"FALCON, RAMON L.,CNEL. y SAN PEDRITO AV.",Comuna 7,FLORES - PARQUE CHACABUCO,Point (99478.13530470 99680.01615001),99478.1353047,99680.01615001,-58.46899119,-34.63215432
2021-0030,2021-04-03,2021,4,3,Sabado,18:30:00,18,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,36, Entre 21- 40,2021-04-07,FINOCHIETTO ENRIQUE DR. 1623,CALLE,FINOCHIETTO ENRIQUE DR.,,FINOCHIETTO ENRIQUE DR. 1623,Comuna 4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Point (107009.29363805 99410.79524854),107009.29363805,99410.79524854,-58.38685612,-34.63455776
